2369	7762	3	970704000
3794	2985	5	976060800
3794	8245	5	976579200
2525	8521	0	976665600
1773	649	4	980985600
6702	3084	4	985564800
10332	3083	5	991094400
9690	8369	4	991353600
10678	8956	4	992217600
10896	9366	5	992217600
4546	6444	4	992304000
2625	9242	0	993513600
5362	7776	4	994291200
1634	8729	2	994291200
10896	1155	5	994291200
12200	10019	0	994636800
12200	10087	0	994636800
11811	42917	4	994636800
11811	9988	5	994896000
11697	7237	1	995328000
11044	7762	2	996451200
14880	10831	3	997833600
2178	9943	4	998352000
14532	3020	0	998524800
16758	10985	3	999734400
14059	10756	4	1000080000
14059	7915	4	1000080000
18862	11223	5	1000166400
19008	10276	5	1000339200
16140	11611	5	1000598400
19008	10300	5	1001203200
19702	11459	5	1001203200
18977	6754	5	1001289600
18977	9464	5	1001289600
19043	11106	4	1001462400
19895	540	3	1001462400
13670	11223	5	1001635200
19924	4197	5	1001635200
17344	9242	4	1001894400
15609	12195	5	1001894400
17721	10184	5	1001894400
19043	4928	4	1002844800
5523	8652	0	1003363200
12716	9803	4	1003449600
21618	12803	5	1003536000
10216	9945	4	1003708800
16758	11100	1	1003708800
10216	12948	5	1003795200
21034	5386	4	1003795200
20075	11214	5	1003881600
16140	13112	4	1003968000
2555	4867	0	1004572800
19803	5414	5	1004918400
14583	13690	4	1005004800
14880	328	5	1005004800
22644	13173	5	1005177600
23293	12554	5	1005350400
21641	13064	4	1005523200
16827	10329	4	1005609600
15368	1857	3	1005609600
15385	12876	4	1005609600
16459	12972	5	1006214400
16676	13628	5	1006300800
12666	13257	5	1006473600
22868	8653	4	1006473600
24230	14509	4	1006732800
21627	490	5	1006992000
25267	9471	4	1007424000
8000	7804	5	1007683200
25656	12972	5	1007769600
25690	13403	5	1007769600
25656	12944	5	1007769600
20895	13374	0	1008374400
13670	15758	5	1008374400
21730	15797	5	1008460800
23913	14477	5	1008633600
23866	16022	5	1008979200
25925	329	4	1009065600
20160	4662	4	1009065600
22278	989	4	1009065600
14433	9818	4	1009238400
27122	13374	5	1009324800
23728	8929	5	1009411200
22001	4119	4	1009497600
27720	16362	5	1009929600
7802	12601	4	1009929600
27348	15910	5	1009929600
27348	15932	5	1009929600
21613	10895	4	1010016000
6923	16637	3	1010188800
23728	6562	5	1010534400
12118	10112	0	1010534400
26942	15931	3	1011225600
9121	15007	5	1011225600
19924	6890	5	1011312000
27385	17015	5	1011571200
29271	16691	5	1011571200
20895	672	4	1011744000
19593	17845	5	1011916800
13301	10737	5	1012089600
23394	2122	4	1012176000
15609	17190	3	1012262400
21730	18428	4	1012435200
22001	4929	4	1012521600
20160	17750	0	1012608000
30022	18658	4	1012608000
26268	18654	5	1012780800
24183	15881	4	1012867200
29203	5275	0	1012953600
29020	9818	5	1013299200
11543	4343	4	1013299200
29241	3611	5	1013299200
20159	6994	3	1013299200
30661	18569	4	1013299200
30551	14512	4	1013299200
14613	14769	5	1013299200
30661	12164	5	1013299200
27385	11184	4	1013385600
30022	11459	5	1013558400
10271	19466	5	1013558400
25925	19219	4	1013644800
30875	16248	0	1013731200
21107	5321	4	1013990400
11295	5086	5	1014076800
31525	17022	0	1014076800
28120	16375	4	1014249600
31558	9229	0	1014508800
11498	8321	0	1014508800
18649	16578	4	1014508800
31445	16270	4	1014768000
21107	20252	1	1014854400
31460	20260	4	1014854400
24183	18142	4	1014940800
18931	18615	4	1014940800
32767	7022	4	1015200000
29361	13506	5	1015200000
31460	18958	4	1015200000
31883	19720	4	1015286400
32781	10193	5	1015372800
10649	15666	5	1015372800
28671	18126	3	1015545600
6651	12129	3	1015891200
26268	19906	5	1015891200
30340	19048	5	1015891200
23293	21856	5	1015891200
34663	21949	4	1015977600
28029	7144	4	1016150400
33270	22679	5	1016323200
25483	22160	4	1016582400
34141	18768	4	1016582400
11613	20952	3	1016582400
6338	4675	3	1016582400
5929	17351	5	1016755200
31803	2726	4	1016755200
34168	23013	5	1016755200
11613	20596	0	1016755200
28671	22800	5	1016755200
32665	11351	3	1016755200
3288	22381	5	1016928000
20114	14859	5	1017100800
34687	21717	4	1017100800
4910	22923	4	1017187200
9328	22854	0	1017273600
7456	10557	3	1017273600
28035	15910	5	1017273600
34280	18985	3	1017273600
5088	23881	4	1017360000
36670	21358	5	1017619200
36670	16749	5	1017619200
30471	209	3	1017619200
35414	17942	0	1017619200
35668	19406	5	1017619200
31767	9719	4	1017792000
25356	13280	3	1017792000
13301	20075	5	1017792000
22086	15643	5	1017964800
32198	12285	5	1017964800
30854	14905	5	1017964800
29651	24330	5	1018137600
28201	24252	5	1018137600
27707	16244	0	1018224000
30715	21019	3	1018310400
25356	10997	4	1018396800
33188	13756	5	1018483200
34687	24059	4	1018483200
37215	3335	4	1018569600
37758	18990	5	1018569600
4910	18990	4	1018569600
29177	8944	5	1018656000
27624	25073	5	1018742400
21121	15513	4	1018742400
26278	25498	0	1019001600
36449	17879	3	1019001600
25512	18269	5	1019001600
38327	24631	5	1019260800
35523	20068	5	1019520000
36777	10884	4	1019520000
36532	4061	5	1019606400
23302	22413	5	1019606400
15645	24773	4	1020038400
4546	21134	5	1020124800
10271	18946	0	1020124800
35848	18303	5	1020297600
21487	15694	5	1020297600
29291	24969	5	1020297600
38485	24958	4	1020470400
22922	13439	5	1020470400
24323	16749	4	1020643200
38405	27087	3	1020729600
20855	26443	5	1020816000
21613	22812	5	1020902400
40122	22774	3	1020902400
21656	27651	5	1020902400
40584	27678	4	1021248000
39823	24631	5	1021248000
34710	6856	3	1021248000
39103	15217	5	1021248000
29291	27599	5	1021248000
32767	24957	4	1021248000
31900	7821	5	1021248000
24995	17182	4	1021248000
36334	8907	3	1021420800
31558	16052	5	1021507200
40473	22814	4	1021766400
31663	16749	4	1021852800
14042	4860	3	1022025600
37947	25089	0	1022025600
3288	21905	4	1022112000
40103	7581	4	1022198400
40122	25089	5	1022457600
39857	28293	5	1022457600
24235	27624	4	1022457600
42429	20260	5	1022716800
39512	28565	4	1022716800
28846	21924	4	1022803200
37513	29360	3	1022803200
41480	27565	5	1022803200
39653	7887	4	1022803200
28215	8736	5	1022976000
27442	1560	5	1022976000
40533	18805	5	1022976000
41529	29825	0	1023062400
40151	18127	5	1023062400
32643	25256	4	1023148800
40497	20841	5	1023148800
30893	25495	5	1023148800
41564	27651	4	1023148800
42955	19969	3	1023235200
42361	19357	4	1023235200
15404	22085	4	1023235200
29212	30206	5	1023321600
41560	29073	4	1023321600
12099	13927	5	1023494400
43200	24383	5	1023494400
43150	22152	0	1023494400
41338	29819	5	1023494400
26794	29223	4	1023667200
42955	11611	4	1023667200
40473	23464	5	1023667200
41912	11459	5	1023667200
42147	11017	4	1023667200
43921	20937	5	1023840000
40767	22869	5	1023840000
41564	27426	4	1023840000
42661	30286	4	1023926400
44393	19910	3	1023926400
21274	29998	5	1023926400
10394	7464	2	1024012800
33747	26058	4	1024012800
24704	18569	3	1024012800
